Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Female,68,3,2458,2,1,1,174517,0
Male,51,11,189579,3,1,1,157003,0
Male,45,9,6028,2,1,0,52059,1
Male,20,3,119247,2,0,0,12650,1
Female,28,17,51901,1,1,1,53024,0
Female,55,12,137378,4,0,0,152664,0
Male,31,12,106555,2,0,1,66238,0
Male,68,13,27678,1,0,0,184903,0
Female,43,17,90444,4,0,1,184462,0
Female,65,0,12363,2,0,0,81220,0
Female,38,15,145138,4,1,1,192911,1
Male,56,14,63804,4,0,0,154529,1
Female,47,4,114433,3,1,1,126104,0
Male,25,5,48544,1,1,0,17074,1
Female,68,5,98247,4,0,1,193725,0
Male,37,2,189,3,0,0,67344,0
Female,65,15,11752,4,0,0,126776,0
Female,49,11,7482,3,0,0,193880,1
Female,39,3,16679,2,1,0,194991,1
Female,24,0,123056,2,1,0,42979,1
Female,26,3,799,3,0,0,187484,0
Male,62,0,121691,2,0,1,79258,1
Female,18,7,141006,2,1,1,152781,0
Female,46,4,57558,2,1,0,52925,1
Female,25,1,59223,4,0,1,157759,0
Male,21,11,41556,3,1,0,75066,0
Female,52,16,140981,1,1,0,46540,0
Male,20,6,91467,1,1,1,28165,0
Female,62,10,110719,3,0,0,187961,0
Female,57,3,91404,4,0,0,72055,0
Male,24,4,43558,2,1,1,170266,0
Female,44,5,159085,2,0,0,182839,1
Male,18,10,103018,4,1,0,196963,1
Male,44,0,153947,1,1,1,197497,1
Female,33,9,11408,3,0,1,152454,1
Male,55,19,35607,3,0,0,104154,1
Female,24,10,61684,4,1,0,96123,0
Female,61,16,167353,2,0,0,76889,1
Male,40,7,27326,2,0,0,83907,0
Male,58,12,13601,2,0,0,84608,0
Male,28,19,124594,3,0,0,128690,1
Male,59,17,1135,1,1,0,29184,0
Female,50,15,153813,3,1,1,16902,1
Female,67,1,11913,4,0,0,30647,0
Male,53,4,10101,3,1,0,190446,0
Female,54,17,149703,4,0,1,39140,1
Female,58,2,102820,3,0,0,110541,0
Female,34,16,167942,1,0,0,61730,0
Female,52,15,180057,4,1,1,138996,0
Male,65,5,158287,2,1,0,44546,1
Male,22,18,62110,2,1,1,158076,0
Female,65,6,19215,3,0,1,190145,0
Male,49,17,145096,3,1,1,68557,1
Male,20,13,76949,1,1,1,63206,0
Male,69,5,81855,1,0,1,153577,1
Female,64,7,176555,2,0,1,66618,0
Female,52,14,106279,3,0,1,47031,1
Female,69,14,141583,4,0,0,184859,1
Male,31,14,121898,1,1,1,155649,0
Female,65,15,150995,4,1,1,149115,0
Female,48,0,141630,4,0,0,175202,1
Male,48,10,526,1,0,0,102950,1
Female,34,4,1753,3,0,1,69846,0
Female,41,4,157320,4,0,1,140182,1
Male,69,5,14656,3,1,1,61392,0
Male,40,1,23266,4,0,1,64673,0
Male,35,5,64555,3,0,0,147816,0
Female,67,13,62995,3,1,0,60390,0
Female,31,10,78277,3,0,1,49260,0
Female,67,3,102345,3,0,0,63760,1
Male,32,8,96111,1,0,0,115806,1
Male,32,2,65402,4,0,0,13470,0
Female,23,15,185248,3,0,0,172715,0
Female,44,10,123747,2,1,1,103347,1
Male,32,3,172805,4,1,0,14201,1
Male,67,0,14418,4,1,0,90863,0
Male,53,15,37185,3,1,1,37340,1
Male,25,18,41745,4,0,0,103716,1
Female,32,15,184859,2,0,1,154560,0
Male,20,10,80123,2,0,1,105910,0
Female,64,7,183107,2,0,0,146485,0
Female,30,0,87804,4,0,0,50200,1
Female,58,8,197056,4,0,1,32355,0
Male,51,11,183534,3,1,0,23831,1
Male,41,7,168425,4,0,1,99357,1
Male,57,16,111055,4,0,1,128589,0
Male,49,9,119097,3,1,0,138211,0
Female,49,6,48302,2,1,1,46396,0
Male,47,18,122561,3,0,1,60920,0
Male,69,5,153507,1,1,0,179192,1
Female,66,18,57728,4,1,0,57786,1
Male,30,17,98598,4,0,1,140046,0
Female,18,14,1238,1,0,0,158997,0
Female,51,1,81610,1,1,1,56006,0
Female,32,13,144121,1,1,0,77627,1
Female,61,9,57193,3,1,1,20842,0
Female,31,15,166656,2,1,0,85459,1
Female,46,6,66634,3,1,0,123272,0
Female,51,7,14679,1,1,0,165198,0
Female,35,9,34505,3,0,0,68074,0
Male,24,14,51341,4,0,0,178889,1
Male,46,7,50374,3,1,1,15557,0
Male,48,12,46998,1,1,1,14432,0
Male,42,11,186773,4,0,0,153078,1
Female,55,7,175931,2,1,1,171061,0
Male,31,14,127203,3,0,0,199115,0
Female,25,11,33178,3,1,1,116291,0
Male,44,10,158647,1,1,1,47788,1
Male,19,18,150401,2,1,1,74167,0
Male,34,13,188326,4,1,0,62166,0
Female,54,17,107373,1,0,0,36887,1
Male,31,12,104139,1,0,1,163704,1
Female,42,3,100290,3,0,1,126704,1
Female,47,16,171140,2,0,1,76513,0
Male,46,18,58951,1,1,1,49802,0
Male,37,8,87629,3,0,0,44026,0
Male,38,6,166243,4,0,0,85706,1
Female,39,0,139334,1,0,1,82933,1
Male,52,6,174342,4,1,0,128817,1
Female,54,6,151857,4,1,1,171155,1
Female,33,19,170541,3,1,0,11732,0
Male,67,6,68831,2,1,1,124164,0
Male,66,7,81223,4,1,0,144014,0
Female,60,15,45643,1,0,1,69853,0
Female,34,2,198729,2,0,0,107084,0
Female,33,12,3582,2,0,1,19429,0
Male,19,9,112781,3,0,0,178340,1
Female,21,17,161352,1,1,1,67676,0
Male,38,6,173661,1,0,1,163589,1
Female,56,4,104004,3,1,0,73727,1
Female,51,6,40000,3,1,0,105485,1
Male,47,16,102592,2,0,0,38899,1
Female,23,3,1085,4,0,1,25068,0
Male,34,15,146672,4,0,1,75701,0
Male,56,18,97994,4,0,1,88408,0
Female,42,9,190873,4,0,0,105742,1
Male,22,2,192811,1,1,1,39269,1
Male,22,2,117309,1,0,0,104800,1
Female,37,16,107114,3,1,1,153291,0
Male,33,9,172668,3,1,1,94694,1
Male,68,16,70410,4,0,1,69043,1
Male,58,16,183260,3,1,0,167061,1
Female,54,3,26825,1,1,1,75263,0
Male,57,5,141985,4,1,1,183478,0
Female,26,11,84269,4,1,0,113324,0
Female,22,19,14332,1,1,1,129432,0
Male,59,16,54895,2,0,0,134567,0
Male,19,16,135504,4,0,1,26830,0
Male,26,9,157642,3,0,1,169122,1
Female,60,6,137175,2,1,0,173936,0
Male,53,15,122046,1,1,1,110730,1
Male,39,12,146972,2,0,0,184749,0
Male,39,2,189487,2,1,0,29641,0
Male,39,1,67567,4,1,1,105911,0
Male,51,15,62713,2,1,1,154627,0
Female,46,5,58639,3,1,1,164307,0
Female,55,5,140060,4,1,1,116998,1
Male,63,12,103603,1,0,1,170031,1
Male,50,6,78488,3,0,0,182029,0
Male,35,4,92905,4,1,0,115044,0
Male,24,6,2977,2,0,0,98634,0
Female,18,1,115650,3,0,0,25309,1
Male,50,16,54641,4,1,0,155177,1
Female,18,12,132340,4,0,1,59813,1
Female,41,15,114465,1,0,0,84208,0
Male,21,19,54431,4,1,0,171400,0
Female,21,1,16756,1,0,1,115183,0
Female,35,4,151836,2,1,1,178502,1
Female,44,17,190984,4,0,1,181655,0
Female,60,6,171457,4,0,1,46029,1
Male,49,10,146104,2,0,0,141477,1
Male,50,10,176774,4,0,1,64012,0
Female,45,16,142957,4,1,0,144632,0
Male,59,15,9796,3,1,1,21575,0
Male,58,12,104583,1,0,1,106148,0
Male,53,4,163935,4,1,0,23153,1
Male,23,19,81014,4,1,0,116160,0
Male,33,15,163189,1,0,1,52077,0
Female,51,15,151825,3,0,0,37013,0
Male,40,15,20325,1,1,1,147762,1
Male,67,13,138093,4,1,1,128128,0
Male,59,5,53096,2,1,0,76277,0
Male,41,1,144143,2,1,0,86967,0
Female,66,13,64649,3,0,0,148253,0
Female,30,15,8041,3,1,1,172377,0
Female,35,19,40058,4,1,0,17731,0
Female,30,12,48263,3,1,0,111225,1
Male,66,14,104820,4,0,1,115678,1
Female,54,11,107645,2,1,0,113938,1
Male,60,8,175542,3,1,0,10910,0
Male,56,17,28223,4,0,0,178542,0
Male,59,13,33575,1,0,0,57341,1
Male,34,19,176871,3,1,1,97718,1
Male,32,3,21661,4,0,0,66850,0
Female,35,7,36432,4,1,1,170462,0
Female,40,7,162219,1,1,1,74229,1
Female,68,15,29114,2,0,0,73891,0
Female,47,9,6030,1,0,1,120805,1
Male,51,16,90051,4,0,0,145110,0
Female,21,0,178501,1,1,1,169287,0
Male,20,17,47743,1,0,0,107101,0
Female,24,9,125756,4,1,1,173971,0
Male,35,3,65615,2,0,1,184088,0
Male,59,0,47577,1,1,1,163318,1
Female,24,3,110436,1,1,1,190376,1
Male,57,3,2966,3,0,1,28862,0
Male,23,3,129356,3,0,1,198898,1
Female,39,16,113838,4,1,0,163572,0
Male,18,8,3728,4,0,1,92224,0
Female,21,18,168376,4,0,0,91818,1
Female,63,12,180349,3,0,1,139307,0
Female,66,3,132019,4,0,0,143591,1
Male,69,4,81380,1,0,1,16112,1
Male,67,12,66130,1,0,1,142064,0
Male,60,15,21414,2,0,1,15647,1
Female,46,4,93005,4,1,1,104550,1
Male,38,7,150511,1,0,1,148669,0
Female,43,15,91742,1,1,1,133594,0
Female,31,0,189292,2,0,1,126397,1
Male,26,5,177857,1,1,1,67170,0
Female,64,10,36973,2,1,0,166705,0
Male,29,15,87091,2,0,0,157926,0
Male,59,4,199268,3,0,1,128153,1
Male,68,15,137161,1,0,0,133620,1
Male,68,6,62235,3,0,1,182544,1
Male,23,18,29400,1,1,0,119889,1
Female,37,0,146477,3,1,1,129922,1
Female,41,8,117240,2,0,0,87565,0
Female,44,17,52763,2,1,0,118688,1
Male,55,12,161281,2,0,1,88615,0
Male,25,14,148496,2,1,0,90636,0
Male,18,2,106810,1,0,1,29015,1
Female,66,9,89523,4,1,1,11757,0
Male,66,8,109955,1,0,0,173157,1
Female,41,12,151628,3,1,1,31863,0
Female,64,15,93137,1,0,0,36098,1
Male,24,2,150402,1,0,0,187292,0
Male,36,14,134308,3,1,0,156367,0
Female,39,16,30312,2,1,0,179627,0
Male,52,13,113687,3,1,0,35821,0
Female,47,6,152263,3,1,0,52372,1
Male,46,19,109602,4,1,1,31833,1
Male,39,15,36640,4,0,0,63990,1
Female,28,7,100171,2,1,0,101528,0
Male,37,3,62293,3,1,0,149621,0
Female,46,19,114124,3,1,1,97968,0
Male,68,14,167760,3,1,1,49498,0
Female,58,4,85802,1,0,1,161591,0
Female,59,12,92024,4,0,0,135829,0
Male,51,5,155194,4,0,0,57376,1
Female,18,4,172296,2,0,0,58547,0
Male,48,16,137403,4,1,1,144213,0
Male,47,6,111411,4,0,1,152140,1
Male,65,5,42262,2,0,1,106878,0
Female,35,1,116214,3,1,0,63705,1
Female,34,10,106435,1,1,0,155328,1
Male,55,6,86314,2,1,1,174036,0
Male,31,7,190664,4,1,0,126562,1
Female,40,4,164998,2,1,1,15830,1
Male,42,17,86287,4,1,1,25868,0
Male,32,15,119318,3,0,1,147751,0
Female,63,13,130134,3,0,0,152794,0
Male,39,11,124958,3,1,1,23989,0
Female,20,16,17528,4,0,1,132850,0
Male,36,4,68,2,1,0,65701,1
Female,61,13,69253,4,1,0,121736,0
Male,51,5,80754,3,0,1,24919,1
Male,52,14,175040,3,0,0,182378,0
Female,67,6,90938,3,0,0,123916,0
Male,18,13,179695,4,0,0,152108,1
Female,69,17,42129,1,0,0,116614,0
Male,38,0,113996,3,1,1,30999,0
Female,46,5,61321,2,0,0,199654,1
Female,23,2,11526,3,0,1,127154,1
Female,54,4,157781,4,1,0,51543,1
Female,18,11,107535,2,0,0,64560,1
Male,68,10,15063,4,0,1,163860,0
Male,18,12,135795,1,0,0,89805,0
Female,44,15,4213,1,0,0,131764,1
Female,38,17,22797,4,0,1,70048,1
Female,33,16,84946,3,1,1,162293,0
Male,61,16,88918,2,0,1,172829,0
Male,57,10,176289,3,0,0,69115,1
Male,43,19,199355,4,1,0,189347,1
Male,33,9,23655,4,0,0,118573,0
Female,45,15,143659,3,1,1,127173,1
Female,18,1,22555,2,1,0,118192,0
Female,53,16,28071,2,1,1,34324,0
Male,27,19,20239,2,0,1,193825,0
Male,60,9,123441,2,0,1,169806,0
Male,34,12,97138,2,0,1,60605,0
Female,40,11,49151,1,0,1,160662,0
Female,24,14,2203,1,1,0,104364,0
Male,61,6,144707,4,1,1,164168,0
Female,24,12,183643,1,1,1,193214,0
Male,61,11,132216,2,0,1,104984,0
Male,32,11,163771,2,1,1,53261,1
Female,51,1,91663,2,0,0,86986,1
Male,63,4,129844,4,1,0,106111,1
Female,62,1,12213,4,1,0,66698,0
Male,21,19,16944,3,1,1,60502,0
Female,31,12,66723,1,0,0,189056,0
Female,31,2,199741,1,1,0,197562,1
Female,33,10,68947,3,1,1,48202,0
Male,24,15,165529,3,0,1,71445,1
Male,49,0,35191,1,1,1,95869,0
Female,36,18,72264,2,1,1,191044,0
Female,19,10,188996,1,0,1,150607,0
Male,27,8,164816,2,0,0,179959,1
Male,67,13,184496,4,0,0,28679,0
Male,34,8,163958,1,0,0,124691,0
Female,54,6,99846,1,1,0,98901,1
Male,29,15,119550,4,1,0,141102,1
Male,23,2,84963,4,0,1,130640,0
Female,39,18,972,4,1,0,68996,0
Male,49,3,99219,4,1,0,149204,0
Male,58,6,137693,4,0,0,92805,1
Male,37,11,49738,3,1,0,66644,1
Female,18,17,188766,3,1,0,134080,0
Female,64,4,54777,4,1,1,136238,1
Female,23,9,14530,4,0,1,102091,0
Female,36,11,138426,4,1,0,31227,0
Female,35,7,46529,4,1,1,112342,1
Female,23,18,102895,2,1,0,102238,0
Female,62,14,51714,2,0,0,159746,1
Male,50,0,124750,4,0,1,14596,1
Male,40,2,172304,4,1,1,26588,0
Female,40,17,183151,1,1,1,64654,0
Male,43,17,120883,4,0,0,104540,1
Male,30,1,143622,4,0,0,168298,1
Female,24,4,88196,3,0,0,22453,0
Male,32,0,60385,2,0,1,69552,0
Male,61,9,64736,4,1,1,100117,0
Male,44,19,30268,2,0,0,116124,1
Male,43,9,135362,2,0,1,34524,0
Male,50,4,186106,1,0,1,125219,0
Female,32,17,30138,2,0,0,41843,1
Female,53,14,124650,2,1,1,73140,0
Female,62,19,13432,4,1,1,22744,0
Male,44,7,67058,3,1,0,116320,1
Female,22,16,58175,4,1,0,48910,1
Male,19,11,33329,4,0,0,148554,0
Male,50,11,143400,3,1,1,181153,0
Male,33,0,165319,3,1,0,173096,0
Male,40,3,6677,1,0,1,155102,0
Female,55,7,192882,3,1,0,166544,1
Female,33,0,50357,4,1,0,85048,0
Male,31,14,55812,3,1,0,160117,1
Female,46,17,41616,3,0,1,37135,0
Male,43,0,192356,3,0,0,74273,1
Female,52,10,180813,2,0,0,109968,1
Female,32,1,184550,1,1,1,191749,1
Male,20,0,185128,2,0,1,131445,0
Female,40,11,45534,2,0,0,111958,1
Male,46,15,64162,1,1,0,23733,0
Female,51,9,44711,2,0,0,73832,0
Male,50,17,153877,3,1,1,144170,1
Male,58,14,95980,1,1,1,95160,0
Female,58,16,20143,2,0,0,119318,0
Female,40,9,108380,4,1,0,67119,1
Male,24,2,193545,2,1,0,196952,1
Female,20,15,147089,4,1,0,195552,1
Female,49,5,194274,3,0,1,181618,0
Male,48,2,41423,4,1,1,53887,0
Male,35,8,41713,2,0,1,155322,1
Female,60,10,74310,2,0,0,46382,0
Male,24,12,2205,2,1,0,59999,1
Male,58,17,53266,1,1,1,57022,0
Male,18,3,143414,1,1,0,176544,0
Female,31,7,194262,2,1,1,13893,0
Female,69,12,81863,2,1,0,111298,1
Male,49,9,152272,3,0,0,178373,0
Female,23,1,138260,1,0,0,61594,0
Male,56,7,126233,1,1,1,139617,0
Female,27,5,2808,1,0,0,122696,0
Male,24,15,13851,4,0,0,50109,0
Male,43,17,130982,2,0,1,69087,0
Female,51,16,196000,3,1,0,184262,1
Male,47,5,146130,3,0,0,143738,1
Female,53,12,14620,2,0,1,117705,0
Female,38,13,183827,2,0,0,63513,1
Male,34,9,62995,3,1,1,124307,0
Male,50,10,36681,4,0,0,104013,1
Female,27,12,64509,3,1,0,119932,0
Male,68,11,67703,4,0,1,26169,0
Male,64,8,198752,4,1,0,27668,0
Male,59,3,198775,1,0,1,61810,1
Male,68,6,42136,2,1,0,161017,0
Male,29,1,93699,1,0,1,65159,0
Female,33,6,88456,4,1,0,151151,1
Female,58,8,83086,3,1,0,128700,0
Male,49,4,167415,1,0,0,28362,0
Male,32,14,117529,3,0,0,153991,1
Male,44,17,18254,4,1,0,161872,1
Female,45,3,61273,3,1,1,64648,0
Male,34,18,190683,1,0,0,104410,0
Female,63,19,117574,4,1,1,67026,1
Female,67,6,114847,2,0,1,61376,1
Female,19,7,105547,1,0,0,104834,0
Male,53,16,191074,1,1,0,24156,1
Female,67,12,12926,2,0,0,53039,0
Male,24,10,195336,4,1,1,26239,1
Female,30,0,89527,2,0,0,148161,1
Male,32,1,107387,1,0,0,23014,1
Female,42,16,27563,4,0,0,60105,1
Male,40,4,161760,3,0,0,15917,0
Female,39,5,165202,1,0,0,25350,0
Male,43,6,925,3,0,0,146814,0
Male,50,14,51595,2,0,1,125236,0
Male,28,18,130249,4,0,0,90197,1
Male,27,15,16321,2,0,1,117554,1
Female,42,12,141841,3,0,1,152815,0
Female,54,4,167820,1,0,0,28891,1
Male,65,2,171100,4,0,0,38483,0
Female,60,2,16151,2,1,1,41135,0
Male,55,18,76133,3,1,0,105093,0
Male,58,13,34187,3,0,0,152754,0
Female,62,15,43835,1,0,0,22798,1
Male,41,16,59,3,1,0,104575,1
Male,57,3,27235,4,0,1,184991,0
Female,63,12,94208,3,0,1,24198,0
Male,50,7,67114,1,0,1,117378,0
Male,34,18,176438,2,1,0,196574,1
Male,41,4,129191,4,0,1,42104,0
Male,54,1,112831,2,1,1,17603,0
Female,19,14,121889,2,1,1,160081,0
Female,49,1,81583,3,0,0,48661,0
Female,41,10,32160,3,1,0,171037,0
Male,26,12,99011,1,1,0,164856,0
Male,21,9,5277,3,1,0,39340,0
Female,34,2,132852,3,0,0,80297,0
Male,34,4,177651,2,0,1,164641,1
Male,67,2,117101,4,1,1,59411,0
Male,65,5,60750,3,0,0,118004,1
Male,47,12,56902,4,1,0,168326,0
Female,57,9,116849,3,0,1,110148,1
Female,28,18,97052,3,0,1,115573,0
Female,38,7,127894,1,1,0,168232,1
Male,38,17,163233,3,0,0,22206,0
Female,35,2,175571,1,1,0,54211,1
Female,46,16,162958,2,0,1,11533,0
Male,41,7,139872,4,1,1,81132,0
Male,27,9,49460,3,0,0,183455,0
Female,62,1,129424,1,1,0,16358,1
Female,34,11,70975,2,0,1,130190,0
Female,35,5,133436,3,0,1,64395,0
Female,59,1,16568,1,1,1,173107,0
Male,65,2,169164,1,0,0,175531,0
Female,37,16,62679,2,1,0,182359,1
Female,54,6,65781,3,0,0,161209,1
Male,62,4,8430,3,1,0,135774,0
Female,35,0,38692,4,1,1,178594,0
Male,34,7,30086,3,1,1,102459,1
Male,26,11,49671,1,1,0,48941,0
Male,31,13,144973,4,1,0,183129,1
Female,66,15,3907,4,1,0,170761,1
Female,46,9,28604,3,1,0,83588,0
Male,48,14,37869,4,1,0,96938,0
Female,21,14,145609,1,0,0,81240,0
Female,35,9,143573,1,0,0,181751,1
Male,37,6,119261,2,0,0,104846,0
Male,64,2,168443,1,0,0,67428,1
Female,60,1,114639,2,1,0,175117,1
Male,61,5,111690,4,1,1,53671,1
Female,26,8,167893,2,0,1,56903,0
Female,30,9,125592,3,0,1,190742,0
Female,32,3,6073,2,1,1,21715,0
Female,44,2,192077,3,0,0,162882,0
Male,32,8,18101,4,1,1,50583,0
Male,45,16,162498,2,0,1,103497,1
Male,54,13,94877,1,1,1,30706,0
Male,36,9,7313,3,1,1,31316,0
Female,43,12,161845,4,0,1,177667,0
Female,69,11,159075,1,0,0,69655,1
Male,43,0,59668,3,1,1,12497,0
Female,42,18,91956,4,0,1,23562,0
Female,43,18,115087,4,0,0,111783,1
Female,43,5,119451,1,1,1,104377,1
Male,63,12,92675,4,0,0,149829,1
Male,45,18,91634,2,0,1,19018,0
Male,66,12,173366,4,1,0,170349,0
Female,35,3,144654,3,1,0,185149,1
Male,49,1,109119,3,1,0,190322,0
Male,20,14,144832,3,0,1,175644,0
Male,19,11,71791,2,1,1,52020,0
Male,50,6,82158,1,0,0,120005,1
Male,59,19,167055,2,0,0,67264,1
Male,36,17,171381,2,0,0,135936,1
Female,34,12,29715,2,0,0,145242,0
Female,61,16,167487,4,1,0,103202,1
Male,50,3,88260,1,0,0,182219,0
Male,29,13,182653,4,0,0,54944,1
Female,66,19,134724,2,0,0,34714,0
Female,20,12,26297,3,1,0,59294,0
Male,60,2,145100,2,1,0,173783,1
Male,66,17,144875,1,1,1,10220,0
Male,43,13,6307,3,0,0,49769,0
Male,52,14,162397,1,0,1,71949,1
Female,25,2,58616,2,1,0,135303,0
Male,69,0,191555,1,1,1,87828,1
Male,53,16,162646,4,0,0,169676,0
Male,24,2,119828,3,1,1,26771,0
Male,63,13,198143,1,0,0,71182,1
Female,63,2,146004,3,1,0,173786,1
Female,53,12,146821,3,0,0,40429,1
Female,33,14,8727,2,0,1,48759,0
Male,41,17,186478,2,0,0,11839,1
Male,18,13,17332,3,1,0,138759,1
Female,66,2,141906,1,1,0,34940,0
Male,42,18,151397,3,0,1,100528,0
Male,27,7,140285,2,1,1,17676,0
Female,33,3,113741,1,0,0,118131,0
Female,33,3,132475,3,1,0,93988,0
Female,25,18,56971,2,1,1,157972,0
Female,46,10,185102,3,0,1,183252,1
Male,56,0,73042,3,1,0,76196,0
Male,45,7,95195,3,1,0,128104,0
Female,23,14,138663,1,0,0,100441,1
Male,33,0,127144,2,0,1,75913,1
Female,37,6,12996,2,0,1,152546,0
Female,33,19,52485,4,0,0,141231,0
Male,24,19,47830,3,1,1,157001,0
Female,58,10,34370,3,1,1,178014,0
Male,31,13,57572,4,0,0,143271,0
Male,60,15,29098,3,1,0,22980,0
Male,43,13,192633,1,0,0,184069,1
Male,43,11,2196,4,0,1,184431,0
Female,31,16,142163,2,0,1,101336,0
Male,24,13,196326,3,1,0,187078,1
Female,50,9,49262,2,1,1,147348,0
Female,43,13,137095,3,1,1,28372,1
Female,62,17,20543,4,0,1,131000,1
Female,37,8,191101,2,0,1,18168,1
Male,20,16,102171,3,1,0,34966,1
Male,69,5,173409,1,1,1,117904,0
Female,21,7,171481,4,1,0,145987,0
Female,43,12,70540,3,1,1,180081,0
Male,28,17,141035,3,0,0,58921,0
Female,19,4,144868,3,1,1,115439,0
Male,31,5,40972,4,1,0,170083,0
Female,61,18,72613,3,0,0,93474,0
Male,47,3,95384,3,1,1,14047,0
Female,66,6,78062,2,1,1,26515,1
Female,29,3,3261,2,1,0,163809,0
Male,43,10,17046,4,0,1,170120,0
Female,61,11,13397,4,0,0,153999,0
Female,50,13,191508,1,1,0,74565,1
Male,30,12,90805,3,0,0,175361,1
Female,31,9,25757,2,1,0,193493,0
Male,41,17,146371,2,1,1,59592,0
Male,51,15,132974,3,0,1,85469,1
Female,61,4,118859,3,1,1,133120,0
Female,43,7,42399,4,0,1,106017,1
Female,38,13,48330,1,0,1,95311,0
Female,45,4,177380,1,0,0,24836,0
Female,65,7,134918,4,1,1,95641,1
Female,53,5,143431,4,1,1,186150,0
Female,57,15,180448,2,1,1,180615,0
Male,19,3,68056,4,1,0,140674,0
Female,59,11,40832,1,0,1,99080,1
Male,26,10,151170,2,1,1,157025,0
Female,40,2,117095,1,1,1,198099,0
Female,32,11,104987,3,0,1,192111,0
Male,30,4,181034,1,0,1,132393,1
Female,40,5,88672,2,1,0,112498,0
Female,34,18,35885,1,0,1,174584,0
Male,65,17,21157,2,1,1,163002,0
Female,19,15,179444,2,1,1,59604,1
Female,37,10,19674,4,0,0,13262,1
Female,37,4,32357,1,0,1,21213,0
Male,63,8,12578,4,1,1,34129,1
Female,20,2,128457,4,1,0,70606,1
Female,29,7,133323,1,1,1,26524,0
Female,57,5,168501,2,1,0,28098,1
Female,19,3,177943,3,1,1,86548,0
Male,53,11,156571,1,0,0,190899,1
Male,31,11,137493,4,1,0,177345,1
Female,33,15,183276,4,0,0,72903,1
Female,36,9,155663,2,0,0,79138,0
Male,51,13,192012,4,0,1,33059,1
Male,61,12,103229,3,1,0,182949,0
Female,63,8,143274,4,1,0,183854,1
Male,23,6,123981,2,0,1,163960,0
Female,30,11,150362,1,0,1,169470,0
Male,53,4,149202,2,0,0,151867,1
Male,39,17,37077,4,0,0,96723,0
Male,35,3,115136,2,0,1,93650,1
Male,29,1,150468,4,1,0,87156,1
Female,69,2,191920,2,0,1,81512,0
Male,47,11,60530,1,1,1,39232,0
Male,68,2,195346,4,0,0,154356,1
Female,57,3,118179,3,0,1,132499,1
Male,24,5,27122,3,1,1,115332,0
Male,49,11,29381,3,1,0,72630,0
Female,65,18,176507,3,0,1,112022,0
Male,36,9,105614,4,1,1,121558,0
Female,23,0,154339,4,1,0,175646,0
Female,37,16,113271,1,0,1,73683,1
Female,44,15,193050,2,0,1,84081,0
Female,60,8,138160,4,0,0,174780,1
Male,54,8,97354,3,1,1,148859,0
Female,65,8,127728,4,0,1,98978,0
Male,24,11,12822,3,0,1,169790,0
Male,22,8,181288,1,1,1,195072,1
Male,28,14,167661,2,0,0,138308,1
Male,32,1,196334,4,1,1,149493,1
Male,20,10,188983,2,1,0,171668,0
Male,22,10,132508,3,0,1,195076,0
Male,40,7,192926,3,1,0,196683,1
Male,54,5,192960,2,1,1,72540,0
Male,26,19,111201,1,0,0,197959,1
Male,32,6,27281,2,1,0,22365,0
Female,20,2,88017,2,0,1,127469,0
Female,46,7,96005,4,0,1,180927,0
Female,23,17,84403,4,0,0,156847,1
Male,34,16,106023,3,0,0,119591,1
Female,43,10,185024,4,0,0,48022,1
Female,38,1,22766,1,1,0,76448,0
Female,25,18,152285,1,1,0,47213,0
Male,38,6,93891,1,1,0,68648,0
Male,28,17,62239,3,0,1,20715,1
Male,55,7,153609,1,0,1,43059,1
Male,25,13,133866,1,0,0,197974,1
Female,59,6,190276,4,0,0,25223,0
Female,41,3,163396,3,1,1,174307,0
Female,52,16,56764,2,1,0,195585,0
Female,31,4,30858,1,0,0,155713,0
Male,31,11,42850,4,0,1,64455,0
Male,27,8,144090,2,0,1,193799,0
Male,29,19,127171,1,1,0,21391,1
Female,55,12,83017,2,1,1,98512,1
Male,61,17,50790,2,0,0,30709,1
Male,63,19,81120,3,0,1,174904,0
Female,51,8,9850,3,1,0,178728,0
Female,58,3,106759,1,1,0,21655,1
Male,27,7,177047,1,0,0,23111,0
Male,34,0,196582,3,0,0,167341,0
Male,34,16,65696,1,0,1,72275,0
Male,20,8,156904,1,1,1,74532,1
Male,48,19,87826,3,0,1,159850,0
Male,68,12,155958,2,1,0,118553,0
Female,18,1,139490,1,0,1,102704,1
Female,29,12,123152,4,0,0,127608,0
Female,56,8,7081,3,0,0,56418,1
Male,21,19,102716,1,1,1,48708,0
Female,59,5,141186,1,0,1,116352,0
Male,30,0,18722,3,1,0,199937,0
Male,51,4,87508,4,0,0,119444,1
Female,59,2,129752,4,1,1,120353,1
Male,38,3,17985,3,0,1,192201,1
Male,39,0,136960,4,1,1,183506,0
Female,21,13,120234,1,0,1,84858,1
Female,35,8,83845,4,1,1,35977,0
Female,22,3,123446,1,1,0,140247,1
Male,36,17,150371,2,0,0,69319,1
Female,19,13,187122,4,1,0,89702,0
Female,29,3,106747,2,1,1,93670,0
Male,34,9,22036,3,0,0,108305,0
Female,27,2,29346,4,1,1,167286,0
Female,51,6,113507,1,0,1,51108,1
Female,23,9,114673,4,0,1,172739,0
Male,25,12,26691,3,1,0,30631,0
Male,68,3,105578,3,1,0,99652,0
Male,28,17,17986,1,1,0,42421,0
